Type,Name,postcode,district,state,latitude,longitude,no.of. Bed
Klinik Desa,KLINIK DESA SRI LEDANG(FELDA),84020,Ledang,Johor,2.39237,102.75832,0
Klinik Desa,KLINIK DESA PANJANG SARI,84600,Muar,Johor,2.11528,102.76312,0
Klinik Desa,KLINIK DESA SEPANG LOI,85100,Segamat,Johor,2.64594,102.76346,0
Klinik Desa,KLINIK DESA PARIT ZAIN ,84200,Muar,Johor,2.02758,102.76519,0
Klinik Desa,KLINIK DESA KUALA PAYA,85010,Segamat,Johor,2.57755,102.76691,0
Klinik Desa,KLINIK DESA SARANG BUAYA,83500,Muar,Johor,1.89177,102.76712,0
Klinik Desa,KLINIK DESA KUNDANG ULU,84600,Ledang,Johor,2.23516,102.76944,0
Klinik Desa,KLINIK DESA BANGGOL,22100,Setiu,Terengganu,5.56664,102.76946,0
Klinik Desa,KLINIK DESA LADANG KOSMA,26900,Rompin,Pahang,2.94496,102.7717,0
Klinik Desa,KLINIK DESA LUBUK PAKU,26500,Maran,Pahang,3.511029,102.77238,0
Klinik Desa,KLINIK DESA SENGGORA,26500,Maran,Pahang,3.54644,102.77459,0
Klinik Desa,KLINIK DESA PAYA REDAN,84600,Muar,Johor,2.15783,102.78064,0
Klinik Desa,KLINIK DESA SRI JAYA (FELDA),84700,Ledang,Johor,2.34377,102.78773,0
Klinik Desa,KLINIK DESA PARIT HAJI LATIFF,83500,Muar,Johor,1.9384,102.78864,0
Klinik Desa,KLINIK DESA PARIT BARU,84060,Muar,Johor,1.98524,102.78985,0
Klinik Desa,KLINIK DESA LIANG BATU,84600,Muar,Johor,2.22997,102.79007,0
Klinik Desa,KLINIK DESA KUALA WAU,26500,Maran,Pahang,3.48918,102.79257,0
Klinik Desa,KLINIK DESA GEMERAH,85000,Segamat,Johor,2.48729,102.79309,0
Klinik Desa,KLINIK DESA SUNGAI NIBONG,83100,Batu Pahat,Johor,1.92031,102.79886,0
Klinik Desa,KLINIK DESA KAMPUNG POGOH,85000,Segamat,Johor,2.47373,102.80517,0
Klinik Desa,KLINIK DESA PARIT LUBUK,83100,Batu Pahat,Johor,1.91175,102.80834,0
Klinik Desa,KLINIK DESA PEKAN JABI,85000,Segamat,Johor,2.53435,102.80907,0
Klinik Desa,KLINIK DESA BATU 18 1/2 AIR HITAM,84060,Muar,Johor,2.01282,102.8094,0
Klinik Desa,KLINIK DESA BATU 23 PAGOH,84600,Muar,Johor,2.20471,102.81408,0
Klinik Desa,KLINIK DESA KAMPUNG TENGAH,85000,Segamat,Johor,2.52887,102.81413,0
Klinik Desa,KLINIK DESA BUKIT SEROK,26900,Rompin,Pahang,2.90528,102.81444,0
Klinik Desa,KLINIK DESA PENARIK,22100,Setiu,Terengganu,5.60611,102.81556,0
Klinik Desa,KLINIK DESA BATU 31 LENGA,84040,Muar,Johor,2.27641,102.8159,0
Klinik Desa,KLINIK DESA GELANG CINCIN,85000,Segamat,Johor,2.57638,102.81879,0
Klinik Desa,KLINIK DESA PAYA PULAI,85000,Segamat,Johor,2.48795,102.82023,0
Klinik Desa,KLINIK DESA CHALOK BARAT (FELDA),21450,Setiu,Terengganu,5.410101,102.821281,0
Klinik Desa,KLINIK DESA KAMPUNG JABI,85000,Segamat,Johor,2.55018,102.82281,0
Klinik Desa,KLINIK DESA PARIT SANGIT,83100,Batu Pahat,Johor,1.90059,102.82298,0
Klinik Desa,KLINIK DESA LANGKAP,21500,Setiu,Terengganu,5.37139,102.82417,0
Klinik Desa,KLINIK DESA SERENGKAM,26500,Maran,Pahang,3.49391,102.82555,0
Klinik Desa,KLINIK DESA KAMPUNG LUIT,26500,Maran,Pahang,3.608129,102.826109,0
Klinik Desa,KLINIK DESA PELONG,21450,Setiu,Terengganu,5.30951,102.82654,0
Klinik Desa,KLINIK DESA BUKIT KEPONG,84040,Muar,Johor,2.34567,102.83049,0
Klinik Desa,KLINIK DESA BATU 28 LENGA,84040,Muar,Johor,2.25158,102.83563,0
Klinik Desa,KLINIK DESA KAMPUNG JAWA,85000,Segamat,Johor,2.50681,102.83607,0
Klinik Desa,KLINIK DESA KAMPUNG TUI,84000,Muar,Johor,2.354833,102.842296,0
Klinik Desa,KLINIK DESA GONG TERAP,21450,Setiu,Terengganu,5.46177,102.84293,0
Klinik Desa,KLINIK DESA SUNGAI LEREK,21450,Setiu,Terengganu,5.42727,102.84634,0
Klinik Desa,KLINIK DESA PARIT MAIMON,83030,Batu Pahat,Johor,1.94028,102.85224,0
Klinik Desa,KLINIK DESA KAMPUNG NEW ZEALAND,26500,Maran,Pahang,3.645079,102.853081,0
Klinik Desa,KLINIK DESA BATU 27 LENGA,84000,Muar,Johor,2.24358,102.85399,0
Klinik Desa,KLINIK DESA PARIT GANTONG,83500,Batu Pahat,Johor,2.00155,102.86493,0
Klinik Desa,KLINIK DESA SEPARAP,83500,Batu Pahat,Johor,1.90999,102.86731,0
Klinik Desa,KLINIK DESA BARI BESAR,21450,Setiu,Terengganu,5.55333,102.87278,0
Klinik Desa,KLINIK DESA SRI JAYA,26500,Maran,Pahang,3.67302,102.87456,0
Klinik Desa,KLINIK DESA KERATONG 2,26900,Rompin,Pahang,2.90972,102.87556,0
Klinik Desa,KLINIK DESA BATU PUTIH,83000,Batu Pahat,Johor,1.8891,102.87775,0
Klinik Desa,KLINIK DESA PARIT HAJI SALAM,83030,Batu Pahat,Johor,1.8392,102.87806,0
Klinik Desa,KLINIK DESA KERATONG 1,26900,Rompin,Pahang,2.89583,102.87972,0
Klinik Desa,KLINIK DESA MELAYU RAYA,85000,Segamat,Johor,2.44358,102.87984,0
Klinik Desa,KLINIK DESA KUALA JENERIS,21700,Hulu Terengganu,Terengganu,5.19861,102.88194,0
Klinik Desa,KLINIK DESA FELDA MEDOI,85000,Segamat,Johor,2.52528,102.88444,0
Klinik Desa,KLINIK DESA KANGKAR SENANGAR,83500,Batu Pahat,Johor,2.028458,102.884881,0
Klinik Desa,KLINIK DESA BELIMBING,26500,Maran,Pahang,3.45394,102.88742,0
Klinik Desa,KLINIK DESA PARIT ABDUL RAHMAN,83500,Batu Pahat,Johor,1.93139,102.89017,0
Klinik Desa,KLINIK DESA MINYAK BEKU,83030,Batu Pahat,Johor,1.79129,102.89404,0
Klinik Desa,KLINIK DESA PESERAI,83000,Batu Pahat,Johor,1.84944,102.90492,0
Klinik Desa,KLINIK DESA PATAH PEDANG,83030,Batu Pahat,Johor,1.77769,102.90729,0
Klinik Desa,KLINIK DESA KERATONG 3,26900,Rompin,Pahang,2.90983,102.91091,0
Klinik Desa,KLINIK DESA KAMPUNG AUR,26700,Rompin,Pahang,2.7398,102.91095,0
Klinik Desa,KLINIK DESA BUKIT KEPONG (FELCRA),84040,Muar,Johor,2.37917,102.915,0
Klinik Desa,KLINIK DESA KERATONG 5,26900,Rompin,Pahang,2.89583,102.91611,0
Klinik Desa,KLINIK DESA SRI MAKMUR,26500,Maran,Pahang,3.53144,102.92005,0
Klinik Desa,KLINIK DESA PARIT BELEMAM,83010,Batu Pahat,Johor,1.91869,102.92154,0
Klinik Desa,KLINIK DESA KOTA BAHAGIA,26700,Rompin,Pahang,2.97611,102.92667,0
Klinik Desa,KLINIK DESA PAYA BUNGOR,26020,Kuantan,Pahang,3.68943,102.93041,0
Klinik Desa,KLINIK DESA SUNGAI LINAU KECIL,83000,Batu Pahat,Johor,1.87253,102.93067,0
Klinik Desa,KLINIK DESA BUKIT MONDOK,21500,Setiu,Terengganu,5.22318,102.93181,0
Klinik Desa,KLINIK DESA BULUH NIPIS,26700,Rompin,Pahang,3.09722,102.93535,0
Klinik Desa,KLINIK DESA SUNGAI AYAM,83000,Batu Pahat,Johor,1.78632,102.93634,0
Klinik Desa,KLINIK DESA PARIT WARIJO,83000,Batu Pahat,Johor,2.00995,102.94438,0
Klinik Desa,KLINIK DESA BELARA,21200,Kuala Terengganu,Terengganu,5.32901,102.94462,0
Klinik Desa,KLINIK DESA TANJUNG SEMBERONG,86400,Batu Pahat,Johor,1.84611,102.94493,0
Klinik Desa,KLINIK DESA CINI 2,26690,Pekan,Pahang,3.37456,102.94578,0
Klinik Desa,KLINIK DESA SEJAGONG,83400,Batu Pahat,Johor,2.06875,102.9474,0
Klinik Desa,KLINIK DESA CHEMPELAK,85300,Segamat,Johor,2.37861,102.9475,0
Klinik Desa,KLINIK DESA PARIT BILAL,83010,Batu Pahat,Johor,1.88937,102.94855,0
Klinik Desa,KLINIK DESA MERANG,21450,Setiu,Terengganu,5.52981,102.94934,0
Klinik Desa,KLINIK DESA FELDA KEMELAH,85040,Segamat,Johor,2.52071,102.95592,0
Klinik Desa,KLINIK DESA PARIT BASRI,83400,Batu Pahat,Johor,2.01683,102.95778,0
Klinik Desa,KLINIK DESA TENANG STATION,85030,Segamat,Johor,2.46593,102.95779,0
Klinik Desa,KLINIK DESA TENANG,85030,Segamat,Johor,2.46579,102.9581,0
Klinik Desa,KLINIK DESA CENDERAWASIH,26700,Rompin,Pahang,2.77028,102.96222,0
Klinik Desa,KLINIK DESA KERATONG 8,26900,Rompin,Pahang,2.93582,102.96368,0
Klinik Desa,KLINIK DESA FELDA MOAKIL,84500,Segamat,Johor,2.29302,102.96459,0
Klinik Desa,KLINIK DESA SALONG,26690,Pekan,Pahang,3.477,102.96603,0
Klinik Desa,KLINIK DESA BINDU,83010,Batu Pahat,Johor,1.901515,102.966464,0
Klinik Desa,KLINIK DESA PAUH,21700,Hulu Terengganu,Terengganu,5.07583,102.96944,0
Klinik Desa,KLINIK DESA PADANG SETAR,21700,Hulu Terengganu,Terengganu,4.975,102.97278,0
Klinik Desa,KLINIK DESA SRI MENANTI,83400,Batu Pahat,Johor,2.01013,102.97406,0
Klinik Desa,KLINIK DESA PASIR RAJA,23000,Dungun,Terengganu,4.56421,102.97816,0
Klinik Desa,KLINIK DESA PARIT BETALING,83400,Batu Pahat,Johor,2.02919,102.98374,0
Klinik Desa,KLINIK DESA BEROLEH,83300,Batu Pahat,Johor,1.87789,102.985754,0
Klinik Desa,KLINIK DESA LEPAR HILIR 3,26030,Kuantan,Pahang,3.65923,102.9882,0
Klinik Desa,KLINIK DESA TAJIN,21700,Hulu Terengganu,Terengganu,5.10695,103.00027,0
Klinik Desa,KLINIK DESA SELANCAR 3,26700,Rompin,Pahang,2.6225,103.00611,0
Klinik Desa,KLINIK DESA KAMPUNG BULOH,21700,Hulu Terengganu,Terengganu,5.0625,103.00722,0
Klinik Desa,KLINIK DESA BUKIT WAN,21030,Kuala Terengganu,Terengganu,5.40099,103.00755,0
Klinik Desa,KLINIK DESA LEPAR HILIR 7,26650,Pekan,Pahang,3.60129,103.00834,0
Klinik Desa,KLINIK DESA PULAU REDANG,20000,Kuala Terengganu,Terengganu,5.77917,103.01056,0
Klinik Desa,KLINIK DESA BUKIT GEMURUH,21700,Hulu Terengganu,Terengganu,5.34998,103.01311,0
Klinik Desa,KLINIK DESA TANJUNG LABOH,83200,Batu Pahat,Johor,1.75515,103.01356,0
Klinik Desa,KLINIK DESA CINI 3(R.PENEROKA),26690,Pekan,Pahang,3.32137,103.01579,0
Klinik Desa,KLINIK DESA CINI TIMUR (R.PENEROKA),26690,Pekan,Pahang,3.32137,103.01579,0
Klinik Desa,KLINIK DESA FELDA REDONG,85300,Segamat,Johor,2.50672,103.01721,0
Klinik Desa,KLINIK DESA SELANCAR 2,26700,Rompin,Pahang,2.63,103.01833,0
Klinik Desa,KLINIK DESA PARIT YOB,83710,Batu Pahat,Johor,1.89869,103.02322,0
Klinik Desa,KLINIK DESA MAMBANG,26690,Pekan,Pahang,3.464418,103.025803,0
Klinik Desa,KLINIK DESA SELANCAR 4,26700,Rompin,Pahang,2.63111,103.02889,0
Klinik Desa,KLINIK DESA MENGKAWANG,21800,Hulu Terengganu,Terengganu,4.85833,103.02944,0
Klinik Desa,KLINIK DESA SUNGAI ULAR,21210,Hulu Terengganu,Terengganu,5.21896,103.03101,0
Klinik Desa,KLINIK DESA LEPAR HILIR 2,26030,Kuantan,Pahang,3.67572,103.03116,0
Klinik Desa,KLINIK DESA KESOM,21200,Kuala Terengganu,Terengganu,5.2933,103.0334,0
Klinik Desa,KLINIK DESA PARIT KASIH,83200,Batu Pahat,Johor,1.79888,103.03472,0
Klinik Desa,KLINIK DESA GETANG ,21210,Hulu Terengganu,Terengganu,5.17806,103.03611,0
Klinik Desa,KLINIK DESA KAMPUNG BARU,83710,Batu Pahat,Johor,1.90512,103.03723,0
Klinik Desa,KLINIK DESA SUNGAI KARAS,85030,Segamat,Johor,2.35346,103.038,0
Klinik Desa,KLINIK DESA BUKIT CEMPAKA,21030,Kuala Terengganu,Terengganu,5.39309,103.0383,0
Klinik Desa,KLINIK DESA TEMU JODOH,85400,Segamat,Johor,2.18917,103.03834,0
Klinik Desa,KLINIK DESA PANTAI BATU RAKIT,21030,Kuala Terengganu,Terengganu,5.45167,103.03944,0
Klinik Desa,KLINIK DESA TERSAT,21700,Hulu Terengganu,Terengganu,4.96417,103.04139,0
Klinik Desa,KLINIK DESA PASIR TINGGI,21210,Hulu Terengganu,Terengganu,5.20439,103.04191,0
Klinik Desa,KLINIK DESA TANGGOL,21700,Hulu Terengganu,Terengganu,5.13139,103.04278,0
Klinik Desa,KLINIK DESA KUALA KENAU,26200,Kuantan,Pahang,3.92572,103.04516,0
Klinik Desa,KLINIK DESA BANGGOL PERADONG,20050,Kuala Terengganu,Terengganu,5.320752,103.048003,0
Klinik Desa,KLINIK DESA JONGOK BATU,23000,Dungun,Terengganu,4.67889,103.04972,0
Klinik Desa,KLINIK DESA BUKIT GUNTONG,21200,Kuala Terengganu,Terengganu,5.34993,103.05066,0
Klinik Desa,KLINIK DESA PULAU BAHAGIA,21200,Kuala Terengganu,Terengganu,5.27067,103.05277,0
Klinik Desa,KLINIK DESA PARIT HAMIL,86400,Batu Pahat,Johor,1.96733,103.05287,0
Klinik Desa,KLINIK DESA KEBOR BESAR,21200,Kuala Terengganu,Terengganu,5.3079,103.05305,0
Klinik Desa,KLINIK DESA SERADA,21400,Kuala Terengganu,Terengganu,5.26275,103.05774,0
Klinik Desa,KLINIK DESA MENERONG,21800,Hulu Terengganu,Terengganu,4.9401,103.06097,0
Klinik Desa,KLINIK DESA PARIT PANDAN,83300,Batu Pahat,Johor,1.82084,103.06503,0
Klinik Desa,KLINIK DESA KAMPUNG PELAK,26690,Pekan,Pahang,3.47611,103.06639,0
Klinik Desa,KLINIK DESA TUALANG,21200,Kuala Terengganu,Terengganu,5.3026,103.06935,0
Klinik Desa,KLINIK DESA PADANG AIR,21200,Kuala Terengganu,Terengganu,5.35296,103.07073,0
Klinik Desa,KLINIK DESA KUA,21800,Hulu Terengganu,Terengganu,5.00194,103.07361,0
Klinik Desa,KLINIK DESA MENGABANG TELIPOT,21030,Kuala Terengganu,Terengganu,5.42351,103.07639,0
Klinik Desa,KLINIK DESA TEBAKANG,21610,Marang,Terengganu,5.22679,103.078,0
Klinik Desa,KLINIK DESA BELADAU KOLAM,21200,Kuala Terengganu,Terengganu,5.28101,103.07858,0
Klinik Desa,KLINIK DESA RAWAI,21400,Marang,Terengganu,5.20694,103.07917,0
Klinik Desa,KLINIK DESA PARIT HYLAM,83200,Batu Pahat,Johor,1.72163,103.08015,0
Klinik Desa,KLINIK DESA SRI MENDAPAT,86400,Batu Pahat,Johor,1.93368,103.08321,0
Klinik Desa,KLINIK DESA PARIT JELUTONG,86400,Batu Pahat,Johor,1.847441,103.084695,0
Klinik Desa,KLINIK DESA KUALA JENGAL,23000,Dungun,Terengganu,4.72417,103.08528,0
Klinik Desa,KLINIK DESA LEPAR HILIR 1,26030,Kuantan,Pahang,3.65556,103.08639,0
Klinik Desa,KLINIK DESA PETAI BUBUS,21200,Kuala Terengganu,Terengganu,5.33694,103.08833,0
Klinik Desa,KLINIK DESA PULAU RUSA,20050,Kuala Terengganu,Terengganu,5.31086,103.09597,0
Klinik Desa,KLINIK DESA PANGADANG BARU,20050,Kuala Terengganu,Terengganu,5.278,103.09693,0
Klinik Desa,KLINIK DESA PALOH HINAI,26650,Pekan,Pahang,3.48528,103.09861,0
Klinik Desa,KLINIK DESA BATU 8 LEPAR,26600,Pekan,Pahang,3.56694,103.09972,0
Klinik Desa,KLINIK DESA BINJAI RENDAH,21610,Marang,Terengganu,5.19424,103.10047,0
Klinik Desa,KLINIK DESA BUKIT PERPAT,21040,Marang,Terengganu,5.10514,103.1027,0
Klinik Desa,KLINIK DESA GEMUROH,21200,Kuala Terengganu,Terengganu,5.33313,103.10514,0
Klinik Desa,KLINIK DESA PARIT KADER,83200,Batu Pahat,Johor,1.77968,103.1065,0
Klinik Desa,KLINIK DESA PARIT KEMANG,83200,Batu Pahat,Johor,1.75532,103.10791,0
Klinik Desa,KLINIK DESA DURIAN BURONG,20050,Kuala Terengganu,Terengganu,5.30764,103.10943,0
Klinik Desa,KLINIK DESA PARIT RAJA,84700,Ledang,Johor,1.86368,103.10959,0
Klinik Desa,KLINIK DESA BUKIT APIT,21800,Hulu Terengganu,Terengganu,5.08583,103.10972,0
Klinik Desa,KLINIK DESA SAWIRA,26700,Rompin,Pahang,2.924363,103.110302,0
Klinik Desa,KLINIK DESA BUKIT DIMAN,21800,Hulu Terengganu,Terengganu,5.04174,103.11036,0
Klinik Desa,KLINIK DESA GONG PAUH,20050,Kuala Terengganu,Terengganu,5.29134,103.11534,0
Klinik Desa,KLINIK DESA LOSONG,21000,Kuala Terengganu,Terengganu,5.31727,103.11609,0
Klinik Desa,KLINIK DESA ASSAM BUBOK,86400,Batu Pahat,Johor,1.93333,103.11667,0
Klinik Desa,KLINIK DESA GELUGOR,20050,Kuala Terengganu,Terengganu,5.27363,103.117,0
Klinik Desa,KLINIK DESA BANDAR 2,26650,Pekan,Pahang,3.388,103.117715,0
Klinik Desa,KLINIK DESA JERANGAU BARAT,21820,Dungun,Terengganu,4.920979,103.118471,0
Klinik Desa,KLINIK DESA PARIT LAPIS SEMPADAN,86400,Batu Pahat,Johor,1.81665,103.11945,0
Klinik Desa,KLINIK DESA PULAU DUYONG,20100,Kuala Terengganu,Terengganu,5.32949,103.12312,0
Klinik Desa,KLINIK DESA KANGKAR BARU,85400,Batu Pahat,Johor,2.06531,103.12484,0
Klinik Desa,KLINIK DESA PERPAT,83100,Batu Pahat,Johor,1.72131,103.12645,0
Klinik Desa,KLINIK DESA TALANG BUNUT,86400,Batu Pahat,Johor,1.90366,103.12825,0
Klinik Desa,KLINIK DESA SEBERANG TAKIR,21300,Kuala Terengganu,Terengganu,5.35534,103.1289,0
Klinik Desa,KLINIK DESA UNDANG/MAK KEMAS,21400,Marang,Terengganu,5.21951,103.12928,0
Klinik Desa,KLINIK DESA JERONG SEBERANG,21040,Marang,Terengganu,5.13701,103.12982,0
Klinik Desa,KLINIK DESA ATAS TOL,21070,Kuala Terengganu,Terengganu,5.25645,103.1321,0
Klinik Desa,KLINIK DESA FELCRA BATU 4 1/2 PALOH,86000,Kluang,Johor,2.16738,103.13272,0
Klinik Desa,KLINIK DESA SIMPANG 6,83200,Batu Pahat,Johor,1.77506,103.14424,0
Klinik Desa,KLINIK DESA KOTA PERDANA,26700,Pekan,Pahang,3.17083,103.14472,0
Klinik Desa,KLINIK DESA KAMPUNG LAUT,21080,Kuala Terengganu,Terengganu,5.26519,103.14498,0
Klinik Desa,KLINIK DESA SRI PAYA,86400,Batu Pahat,Johor,1.84388,103.14597,0
Klinik Desa,KLINIK DESA SRI LADANG,83100,Batu Pahat,Johor,1.72554,103.14862,0
Klinik Desa,KLINIK DESA KAMPUNG PANCHING,26090,Kuantan,Pahang,3.89178,103.14862,0
Klinik Desa,KLINIK DESA GONG TOK NASEK,21100,Kuala Terengganu,Terengganu,5.29412,103.14984,0
Klinik Desa,KLINIK DESA PARIT SEMARANG,86400,Batu Pahat,Johor,1.88362,103.15039,0
Klinik Desa,KLINIK DESA TOK DOR,21800,Hulu Terengganu,Terengganu,4.981796,103.151869,0
Klinik Desa,KLINIK DESA BUKIT BADING,21800,Hulu Terengganu,Terengganu,5.01159,103.15424,0
Klinik Desa,KLINIK DESA BUKIT SAGU 4 & 5,25740,Kuantan,Pahang,4.01014,103.15443,0
Klinik Desa,KLINIK DESA SUNGAI PANCHING UTARA,26140,Kuantan,Pahang,3.83813,103.160908,0
Klinik Desa,KLINIK DESA KUALA IBAI,20400,Kuala Terengganu,Terengganu,5.28728,103.16651,0
Klinik Desa,KLINIK DESA SUNGAI PANCHING SELATAN (FELDA),26410,Kuantan,Pahang,3.792275,103.166663,0
Klinik Desa,KLINIK DESA TANJONG PULAI,26660,Pekan,Pahang,3.524408,103.173816,0
Klinik Desa,KLINIK DESA CHENDERING,21180,Kuala Terengganu,Terengganu,5.27359,103.1751,0
Klinik Desa,KLINIK DESA CHERUL,24000,Kemaman,Terengganu,4.12056,103.17667,0
Klinik Desa,KLINIK DESA RPS RUNCHANG,26600,Pekan,Pahang,3.28583,103.18167,0
Klinik Desa,KLINIK DESA DENDANG,22000,Dungun,Terengganu,4.82177,103.18173,0
Klinik Desa,KLINIK DESA MEDAN JAYA,21600,Marang,Terengganu,5.23544,103.18271,0
Klinik Desa,KLINIK DESA SUNGAI MERLONG,83100,Batu Pahat,Johor,1.66576,103.18359,0
Klinik Desa,KLINIK DESA RUSILA,21600,Marang,Terengganu,5.24528,103.18472,0
Klinik Desa,KLINIK DESA SETOR KANAN,21600,Marang,Terengganu,5.16507,103.18765,0
Klinik Desa,KLINIK DESA BUKIT SAGU 1,26050,Kuantan,Pahang,3.94952,103.19254,0
Klinik Desa,KLINIK DESA SUNGAI PANCHING TIMUR (FELDA),26140,Kuantan,Pahang,3.815869,103.200433,0
Klinik Desa,KLINIK DESA NERANG,22200,Dungun,Terengganu,4.84889,103.2025,0
Klinik Desa,KLINIK DESA BATANGAN,21600,Marang,Terengganu,5.17937,103.20574,0
Klinik Desa,KLINIK DESA SAWAH BATU,26700,Pekan,Pahang,3.08879,103.2066,0
Klinik Desa,KLINIK DESA BUKIT KUIN,26170,Kuantan,Pahang,3.8659,103.21618,0
Klinik Desa,KLINIK DESA SIMPAI,26700,Pekan,Pahang,3.22722,103.21667,0
Klinik Desa,KLINIK DESA RHU MUDA,21600,Marang,Terengganu,5.17802,103.22232,0
Klinik Desa,KLINIK DESA TEBAK/SUNGAI EMAS,24000,Kemaman,Terengganu,4.43059,103.22645,0
Klinik Desa,KLINIK DESA TEMAI,26640,Pekan,Pahang,3.54139,103.22667,0
Klinik Desa,KLINIK DESA PARIT HAJI ABDUL RAHMAN,83200,Pontian,Johor,1.65102,103.2294,0
Klinik Desa,KLINIK DESA RPS KEDAIK,26700,Rompin,Pahang,2.886615,103.230286,0
Klinik Desa,KLINIK DESA FELDA AIR HITAM,86000,Kluang,Johor,1.948206,103.23256,0
Klinik Desa,KLINIK DESA NERAM 2,24000,Kemaman,Terengganu,4.13028,103.23556,0
Klinik Desa,KLINIK DESA PERMATANG DUKU,82200,Pontian,Johor,1.68799,103.23604,0
Klinik Desa,KLINIK DESA BUKIT KUANTAN,26130,Kuantan,Pahang,3.950486,103.237839,0
Klinik Desa,KLINIK DESA CHAMEK,86600,Kluang,Johor,2.14081,103.240242,0
Klinik Desa,KLINIK DESA PULAU KERENGGA,21610,Marang,Terengganu,5.12364,103.2497,0
Klinik Desa,KLINIK DESA PADANG KUBU,24000,Kemaman,Terengganu,4.405288,103.250683,0
Klinik Desa,KLINIK DESA PARIT HAJI ARIFF,82200,Pontian,Johor,1.71191,103.25123,0
Klinik Desa,KLINIK DESA SEBERANG TAYOR,24050,Kemaman,Terengganu,4.2757,103.2514,0
Klinik Desa,KLINIK DESA SRI LALANG,86000,Kluang,Johor,1.99118,103.25408,0
Klinik Desa,KLINIK DESA PADANG PULUT,23000,Dungun,Terengganu,4.80454,103.25513,0
Klinik Desa,KLINIK DESA R T P BUKIT GOH,26050,Kuantan,Pahang,3.913515,103.25773,0
Klinik Desa,KLINIK DESA PARIT LAPIS SAYANG,82200,Pontian,Johor,1.62955,103.25909,0
Klinik Desa,KLINIK DESA SUNGAI LINAU,86200,Kluang,Johor,1.830082,103.264961,0
Klinik Desa,KLINIK DESA PERMATANG BADAK,25150,Kuantan,Pahang,3.79116,103.2676,0
Klinik Desa,KLINIK DESA MACAP,86200,Kluang,Johor,1.87703,103.26819,0
Klinik Desa,KLINIK DESA NERAM 1,24000,Kemaman,Terengganu,4.01053,103.276723,0
Klinik Desa,KLINIK DESA SG. ISAP,25150,Kuantan,Pahang,3.78721,103.27842,0
Klinik Desa,KLINIK DESA NERAM TAMBAHAN 1,24000,Kemaman,Terengganu,3.99544,103.27857,0
Klinik Desa,KLINIK DESA KAMPUNG NYIOR,84200,Kluang,Johor,2.09163,103.278909,0
Klinik Desa,KLINIK DESA PARIT ISMAIL,82200,Pontian,Johor,1.68953,103.28172,0
Klinik Desa,KLINIK DESA PERASING JAYA,24000,Kemaman,Terengganu,3.97074,103.28884,0
Klinik Desa,KLINIK DESA INDERA MAHKOTA,26010,Kuantan,Pahang,3.82331,103.29122,0
Klinik Desa,KLINIK DESA PASIR GAJAH,24050,Kemaman,Terengganu,4.24425,103.29451,0
Klinik Desa,KLINIK DESA ULU BENUT,86200,Kluang,Johor,1.85686,103.2985,0
Klinik Desa,KLINIK DESA GANCHONG,26600,Pekan,Pahang,3.541031,103.299358,0
Klinik Desa,KLINIK DESA SANGLANG,82100,Pontian,Johor,1.62924,103.30077,0
Klinik Desa,KLINIK DESA PARIT MARJUNID,82200,Pontian,Johor,1.66574,103.30196,0
Klinik Desa,KLINIK DESA MERCHANG,21610,Marang,Terengganu,5.02015,103.30245,0
Klinik Desa,KLINIK DESA PARIT HAJI HASYIM,86200,Kluang,Johor,1.80934,103.30483,0
Klinik Desa,KLINIK DESA KAMPUNG ALOR BATU,26150,Kuantan,Pahang,3.92064,103.305,0
Klinik Desa,KLINIK DESA DELONG,23000,Dungun,Terengganu,4.79682,103.305387,0
Klinik Desa,KLINIK DESA PUTERI MENANGIS,82100,Pontian,Johor,1.66061,103.31009,0
Klinik Desa,KLINIK DESA PARIT IBRAHIM MAJID,86200,Kluang,Johor,2.024283,103.317789,0
Klinik Desa,KLINIK DESA KAMPUNG KEMPADANG,25150,Kuantan,Pahang,3.750994,103.321953,0
Klinik Desa,KLINIK DESA PULAU RUSA,26600,Pekan,Pahang,3.55667,103.32417,0
Klinik Desa,KLINIK DESA BANDAR B1,23100,Dungun,Terengganu,4.65722,103.32472,0
Klinik Desa,KLINIK DESA UBAI,26200,Pekan,Pahang,3.60566,103.32703,0
Klinik Desa,KLINIK DESA PASIR PUTEH,21610,Marang,Terengganu,4.97567,103.33058,0
Klinik Desa,KLINIK DESA PARIT 1 SANGLANG,82100,Pontian,Johor,1.64885,103.33067,0
Klinik Desa,KLINIK DESA TANJONG MEDANG,26600,Pekan,Pahang,3.54489,103.33076,0
Klinik Desa,KLINIK DESA KAMPUNG PAYA,86000,Kluang,Johor,2.04472,103.33333,0
Klinik Desa,KLINIK DESA TANJUNG LUMPUR,26060,Kuantan,Pahang,3.80187,103.3409,0
Klinik Desa,KLINIK DESA PULAI SEBATANG,82100,Pontian,Johor,1.58305,103.34398,0
Klinik Desa,KLINIK DESA KAMPUNG TENGAH,86000,Kluang,Johor,2.05287,103.3465,0
Klinik Desa,KLINIK DESA JAMBU BONGKOK,21610,Marang,Terengganu,4.9432,103.3465,0
Klinik Desa,KLINIK DESA LANGGAR,26600,Pekan,Pahang,3.53977,103.35039,0
Klinik Desa,KLINIK DESA PAHANG TUA,26620,Pekan,Pahang,3.58806,103.35083,0
Klinik Desa,KLINIK DESA PARIT KAHAR,82100,Pontian,Johor,1.63158,103.35188,0
Klinik Desa,KLINIK DESA PENOR,26060,Kuantan,Pahang,3.65861,103.35222,0
